,Statement,Link,Date,Source,Label
121,"Says Jon Ossoff ""wants total, blanket amnesty and he wants a total lockdown.""",https://www.politifact.com/factchecks/2020/dec/14/david-perdue/jon-ossoff-isnt-total-amnesty-backs-lockdown-only-/,"mber 14, 2020",David Perdue,barely-true
122,The COVID-19 pandemic has caused four of the eight “deadliest days in American history.”,https://www.politifact.com/factchecks/2020/dec/11/facebook-posts/chart-showing-deadliest-days-american-history-cont/,"mber 11, 2020",Facebook posts,half-true
123,“FDA announces 2 deaths of Pfizer vaccine trial participants from ‘serious adverse events.’”,https://www.politifact.com/factchecks/2020/dec/11/blog-posting/two-vaccine-trial-participants-died-fda-didnt-conn/,"mber 11, 2020",Bloggers,barely-true
124,The number of people who have died in the U.S. in 2020 is on par with years prior to COVID-19.,https://www.politifact.com/factchecks/2020/dec/11/facebook-posts/chart-comparing-2020-us-death-toll-previous-years-/,"mber 11, 2020",Facebook posts,false
125,Says that this year is the first time during his 27 years as senator “that two African Americans have ever served on the same (Senate) committee.”,https://www.politifact.com/factchecks/2020/dec/11/royce-west/examining-black-history-texas-senate/,"mber 11, 2020",Royce West,false
126,"""If all goes 'well' it'll become federal law to get the (COVID-19) vaccine.""",https://www.politifact.com/factchecks/2020/dec/11/facebook-posts/post-falsely-claims-federal-law-would-require-vacc/,"mber 11, 2020",Facebook posts,false
127,“Biden confirms agenda to microchip the masses”,https://www.politifact.com/factchecks/2020/dec/11/instagram-posts/biden-did-not-confirm-or-support-agenda-microchip-/,"mber 11, 2020",Instagram posts,pants-fire
128,"Says David Perdue “hasn't held a single public town hall meeting in six years” and “sells four meetings a year and a retreat on a private island for a $7,500 corporate PAC check.”",https://www.politifact.com/factchecks/2020/dec/11/jon-ossoff/sen-david-perdue-hasnt-held-town-halls-did-offer-a/,"mber 11, 2020",Jon Ossoff,mostly-true
129,Photo shows “MAYHEM in Oregon!”,https://www.politifact.com/factchecks/2020/dec/11/viral-image/photo-protests-paris-not-portland-ore/,"mber 11, 2020",Viral image,false
130,“No candidate has ever won both Florida and Ohio and lost.”,https://www.politifact.com/factchecks/2020/dec/10/donald-trump/trump-said-no-candidate-has-won-florida-and-ohio-a/,"mber 10, 2020",Donald Trump,pants-fire
131,“Voting machines found in bus in Arizona.”,https://www.politifact.com/factchecks/2020/dec/10/facebook-posts/no-voting-machines-were-not-found-arizona-bus/,"mber 10, 2020",Facebook posts,false
132,"""You know what the biggest lie is, is that restaurants are spreaders of COVID. There's no science for that.""",https://www.politifact.com/factchecks/2020/dec/10/laura-ingraham/ingraham-wrongly-claims-no-science-suggests-restau/,"mber 10, 2020",Laura Ingraham,false
133,Says Texas Rep. Terry Meza said changing the castle doctrine is meant to create a “peaceful” transfer of property from victims to thieves,https://www.politifact.com/factchecks/2020/dec/10/facebook-posts/comments-about-texas-castle-doctrine-law-were-sati/,"mber 10, 2020",Facebook posts,pants-fire
134,"“40 years of research, and no vaccine for HIV. At least 100 years of research and no vaccine for cancer. Ongoing research and no vaccine for the common cold. Now in less than a year, there's a vaccine for COVID-19?”",https://www.politifact.com/factchecks/2020/dec/10/facebook-posts/fact-checking-facebook-post-comparing-covid-19-vac/,"mber 10, 2020",Facebook posts,barely-true
135,"“In Wisconsin, there are approximately 70,000 absentee ballots that do not have matching ballot applications as required by law.”",https://www.politifact.com/factchecks/2020/dec/10/donald-trump/trump-wrong-multiple-ways-wisconsin-absentee-ballo/,"mber 10, 2020",Donald Trump,pants-fire
136,“Head of Pfizer research: Covid vaccine is female sterilization.”,https://www.politifact.com/factchecks/2020/dec/10/blog-posting/no-pfizers-head-research-didnt-say-covid-19-vaccin/,"mber 10, 2020",Bloggers,false
137,"The probability of Biden winning in Wisconsin, Georgia, Michigan and Pennsylvania “given President Trump’s early lead ... is less than one in a quadrillion” in each state.",https://www.politifact.com/factchecks/2020/dec/10/facebook-posts/texas-lawsuit-statistics-fraud-wisconsin-michigan/,"ember 9, 2020",Facebook posts,pants-fire
138,Images that show a 90-year-old UK woman receiving the Pfizer COVID-19 vaccine appeared online in a CNN news story in October.,https://www.politifact.com/factchecks/2020/dec/09/facebook-posts/conspiracy-theory-targets-first-recipient-uk-covid/,"ember 9, 2020",Facebook posts,false
139,The Supreme Court “has decided to take up the Texas case.”,https://www.politifact.com/factchecks/2020/dec/09/facebook-posts/no-supreme-court-hasnt-taken-texas-election-case-y/,"ember 9, 2020",Facebook posts,false
140,"A forensics examination of a Ware County, Ga., Dominion Voting Systems machine found votes were switched from Donald Trump to Joe Biden.",https://www.politifact.com/factchecks/2020/dec/09/jody-hice/dominion-voting-machines-didnt-switch-37-votes-bid/,"ember 9, 2020",Jody Hice,false
141,"""The FDA knows that rushed-to-market COVID-19 vaccines may cause a wide range of life-threatening side effects, including death.""",https://www.politifact.com/factchecks/2020/dec/09/blog-posting/alternative-health-website-spreads-false-claim-abo/,"ember 9, 2020",Bloggers,barely-true
142,"Says Kelly Loeffler “welcomed the support of a QAnon conspiracy theorist, and she sat down with a white supremacist for an interview.”",https://www.politifact.com/factchecks/2020/dec/09/raphael-warnock/fact-checking-claim-ties-sen-kelly-loeffler-qanon-/,"ember 9, 2020",Raphael Warnock,half-true
143,"""In Chesterfield (Va.), the Southside precinct is infamous for having over 100% of the vote count…”",https://www.politifact.com/factchecks/2020/dec/09/amanda-chase/amanda-chase-makes-bogus-claim-voting-fraud-virgin/,"ember 9, 2020",Amanda Chase,pants-fire
144,"“Actually, I won Wisconsin.”",https://www.politifact.com/factchecks/2020/dec/09/donald-trump/recount-finds-trump-did-not-win-wisconsin-despite-/,"ember 9, 2020",Donald Trump,pants-fire
145,People in Germany saw this electoral map that shows Trump beating Biden with 410 electoral votes before Dominion’s servers were seized.,https://www.politifact.com/factchecks/2020/dec/08/facebook-posts/map-showing-trump-winning-election-410-electoral-v/,"ember 8, 2020",Facebook posts,pants-fire
146,"“The president got the highest percentage of minority votes of any Republican candidate for president in over 100 years.""",https://www.politifact.com/factchecks/2020/dec/08/roy-blunt/blunts-wrong-trump-did-not-get-highest-minority-vo/,"ember 8, 2020",Roy Blunt,false
147,The National Institutes of Health “states that regular marijuana use can reduce IQ by 8 points.”,https://www.politifact.com/factchecks/2020/dec/08/david-rouzer/nc-congressman-wrong-about-marijuana-reducing-iq/,"ember 8, 2020",David Rouzer,barely-true
148,Says Joe Biden killed a Kelly Loeffler campaign staffer.,https://www.politifact.com/factchecks/2020/dec/08/facebook-posts/police-say-loeffler-aide-died-traffic-collision/,"ember 8, 2020",Facebook posts,false
149,"""People have lost faith in the ability of the vaccine to work. Already, the numbers are really staggeringly low.""",https://www.politifact.com/factchecks/2020/dec/08/joe-biden/many-americans-say-they-dont-want-vaccine-should-w/,"ember 8, 2020",Joe Biden,half-true
150,"“The first randomized controlled trial of more than 6,000 individuals to assess the effectiveness of surgical face masks against SARS-CoV-2 infection found masks did not statistically significantly reduce the incidence of infection.""",https://www.politifact.com/factchecks/2020/dec/07/viral-image/no-danish-study-didnt-prove-wearing-masks-ineffect/,"ember 7, 2020",Viral image,barely-true
151,Says Kelly Loeffler was wearing a wire during the Georgia Senate debate.,https://www.politifact.com/factchecks/2020/dec/07/viral-image/no-loeffler-wasnt-wearing-wire-during-senate-debat/,"ember 7, 2020",Viral image,pants-fire
152,Photo shows Kelly Loeffler’s house.,https://www.politifact.com/factchecks/2020/dec/07/viral-image/no-isnt-photo-kelly-loefflers-house/,"ember 7, 2020",Viral image,false
153,“No state in the country verifies United States citizenship as a condition for voting in federal elections.”,https://www.politifact.com/factchecks/2020/dec/07/donald-trump/do-states-verify-citizenship-voters-federal-electi/,"ember 7, 2020",Donald Trump,barely-true
154,“CDC admits old ‘science’ was wrong” on COVID-19 quarantine guidance.,https://www.politifact.com/factchecks/2020/dec/07/duey-stroebel/wisconsin-sen-stroebel-misfires-claim-cdc-admits-o/,"ember 7, 2020",Duey Stroebel,false
155,"“Republican elected officials, a network of propaganda publications in the state and some radio shock jocks” were spreading “a lie” about his daughter breaking COVID-19 restrictions.",https://www.politifact.com/factchecks/2020/dec/06/jb-pritzker/yes-conservatives-did-share-false-post-about-pritz/,"ember 6, 2020",JB Pritzker,true
156,"Says George Patton said, “Politicians are the lowest form of life on earth. Liberal Democrats are the lower form of politicians.”",https://www.politifact.com/factchecks/2020/dec/04/viral-image/no-evidence-patton-said-about-liberal-democrats/,"ember 4, 2020",Viral image,false
157,"In 10 Michigan precincts, voter turnout reached 100% and in 6 precincts it surpassed 100%",https://www.politifact.com/factchecks/2020/dec/04/russell-james-ramsland-jr/affidavit-michigan-lawsuit-seeking-overturn-electi/,"ember 4, 2020",Russell James Ramsland Jr.,pants-fire
158,Says Charles Schumer supports “putting everybody on the Medicare system. He wants the Green New Deal … reduce funding for the police.”,https://www.politifact.com/factchecks/2020/dec/04/rick-scott/scotts-claims-about-schumer-lack-evidence/,"ember 4, 2020",Rick Scott,false
159,China recovered from COVID-19 “without a vaccine.”,https://www.politifact.com/factchecks/2020/dec/04/viral-image/china-has-vaccine-and-new-covid-19-cases-have-rece/,"ember 4, 2020",Viral image,false
160,The USPS backdated 100K ballots so they could be counted illegally.,https://www.politifact.com/factchecks/2020/dec/04/facebook-posts/alleged-backdated-ballots-wouldnt-have-been-counte/,"ember 4, 2020",Facebook posts,false
161,Video footage from Georgia shows suitcases filled with ballots pulled from under a table and illegally counted after election observers were told to leave.,https://www.politifact.com/factchecks/2020/dec/04/facebook-posts/no-georgia-election-workers-didnt-kick-out-observe/,"ember 4, 2020",Facebook posts,false
162,Residents the Wisconsin Election Commission suspected of moving are “illegal voters.”,https://www.politifact.com/factchecks/2020/dec/04/donald-trump/no-residents-wisconsin-officials-suspected-moving-/,"ember 4, 2020",Donald Trump,false
163,"""Beware - George Soros is starting a Fake News site in Missouri”",https://www.politifact.com/factchecks/2020/dec/04/liberty-alliance/george-soros-not-mastermind-behind-startup-news-ou/,"ember 3, 2020",Liberty Alliance,false
164,Says COVID-19 has killed more North Carolinians in a year than the flu has in 10 years.,https://www.politifact.com/factchecks/2020/dec/04/mandy-cohen/nc-covid-19-deaths-surpass-10-years-flu-deaths/,"ember 3, 2020",Mandy Cohen,true
165,"""In 2019, Republicans stripped $40 million from the budget for lead pipe replacement - because they thought it helped MKE too much.""",https://www.politifact.com/factchecks/2020/dec/04/chris-larson/yes-gop-did-oppose-40-million-lead-pipe-replacemen/,"ember 3, 2020",Chris Larson,mostly-true
166,"“Gina Haspel, CIA head is dead!”",https://www.politifact.com/factchecks/2020/dec/03/tweets/no-gina-haspel-isnt-dead-or-jail/,"ember 3, 2020",Tweets,pants-fire
167,"“Masks will kill quite a few people, it’s well known that they reduce blood oxygen levels and those with respiratory and cardiac disorders will die.”",https://www.politifact.com/factchecks/2020/dec/03/facebook-posts/masks-do-not-kill-people-and-do-not-reduce-blood-o/,"ember 3, 2020",Facebook posts,false
168,Says “Hugo Chavez’s family still owns” Dominion Voting Systems.,https://www.politifact.com/factchecks/2020/dec/03/facebook-posts/no-hugo-chavezs-family-does-not-own-dominion-votin/,"ember 3, 2020",Facebook posts,false
169,Says “Former President Barack Obama arrested for ESPIONAGE.”,https://www.politifact.com/factchecks/2020/dec/03/blog-posting/no-obama-wasnt-arrested-espionage/,"ember 3, 2020",Bloggers,pants-fire
170,Says Joe Biden is wearing a foot boot to hide an ankle monitor.,https://www.politifact.com/factchecks/2020/dec/03/facebook-posts/no-biden-isnt-wearing-boot-hide-ankle-monitor/,"ember 3, 2020",Facebook posts,pants-fire
171,"“People of color and those of not, they use marijuana at the same rate. People of color are three times more likely to get arrested and convicted.”",https://www.politifact.com/factchecks/2020/dec/03/ralph-northam/northam-right-about-about-racial-disparities-pot-a/,"ember 3, 2020",Ralph Northam,true
172,A Dominion representative in Gwinnett County improperly downloaded election data to “manipulate the data.”,https://www.politifact.com/factchecks/2020/dec/02/facebook-posts/pants-fire-claim-dominion-rep-georgia-manipulated-/,"ember 2, 2020",Facebook posts,pants-fire
173,The coronavirus pandemic is “effectively over” in the United Kingdom and “there is absolutely no need for vaccines.”,https://www.politifact.com/factchecks/2020/dec/02/blog-posting/former-pfizer-employee-wrong-coronavirus-pandemic-/,"ember 2, 2020",Bloggers,pants-fire
174,“The states that are locked down are increasing at twice the rate we are” in Florida,https://www.politifact.com/factchecks/2020/dec/02/ron-desantis/florida-doing-better-covid-19-locked-down-states/,"ember 2, 2020",Ron DeSantis,half-true
175,“Trump margin of ‘defeat’ in 4 states occurred in 4 data dumps between 1:34-6:31 AM. Statistical anomaly? Fraud?”,https://www.politifact.com/factchecks/2020/dec/02/rand-paul/fact-checking-rand-pauls-unsupported-claim-about-f/,"ember 2, 2020",Rand Paul,pants-fire
176,"“Supreme Court Shakes Up 2020 Election, Assigns Conservatives To Swing State Circuit Courts.”",https://www.politifact.com/factchecks/2020/dec/02/gop-daily-brief/reassignment-supreme-court-justices-wont-affect-el/,"ember 2, 2020",GOP Daily Brief,barely-true
177,Says Joe Biden plagiarized Donald Trump in his Democratic National Convention speech.,https://www.politifact.com/factchecks/2020/dec/01/facebook-posts/no-biden-didnt-plagiarize-donald-trump/,"ember 1, 2020",Facebook posts,false
178,“Detroit actually has the lowest infection rate in the state of Michigan. We’re half of that of the surrounding suburbs.”,https://www.politifact.com/factchecks/2020/dec/01/mike-duggan/detroit-has-among-lowest-rates-infection-michigan-/,"ember 1, 2020",Mike Duggan,half-true
179,“Americans are paying the highest price in the world for Remdesivir because the Trump administration is allowing Gilead Sciences to jack up the prices on this #COVID19 treatment.”,https://www.politifact.com/factchecks/2020/dec/01/tammy-baldwin/yes-americans-pay-more-remdesivir-no-trump-adminis/,"ember 1, 2020",Tammy Baldwin,half-true
180,"Says Raphael Warnock defended the “hatred” of Jeremiah Wright, the pastor who said “not God bless America, God damn America,” and gave Wright “an award for truth telling.”",https://www.politifact.com/factchecks/2020/dec/01/kelly-loeffler/warnock-defended-jeremiah-wrights-damning-mistreat/,"ember 1, 2020",Kelly Loeffler,barely-true
181,“CNN is now saying that Trump will win!”,https://www.politifact.com/factchecks/2020/nov/30/facebook-posts/no-cnn-isnt-saying-trump-will-win-presidential-ele/,"mber 30, 2020",Facebook posts,false
182,"Says her health care plan would ""ensure Americans with preexisting conditions are protected.""",https://www.politifact.com/factchecks/2020/nov/30/kelly-loeffler/no-proof-kelly-loeffler-will-ensure-protections-pr/,"mber 30, 2020",Kelly Loeffler,false
183,Says the Denver Broncos signed Colin Kaepernick.,https://www.politifact.com/factchecks/2020/nov/30/viral-image/no-denver-broncos-didnt-sign-colin-kaepernick/,"mber 30, 2020",Viral image,false
184,"""THOUSANDS of fake votes found at Wisconsin Recount in Dane County.""",https://www.politifact.com/factchecks/2020/nov/30/facebook-posts/dane-county-fake-votes-claim-ridiculous-based-lack/,"mber 30, 2020",Facebook posts,pants-fire
185,Says that shutdowns are “ineffective” and that we now know that COVID-19 is not commonly spread “by someone going to work.”,https://www.politifact.com/factchecks/2020/nov/27/greg-abbott/examining-effectiveness-texas-statewide-shutdowns/,"mber 27, 2020",Greg Abbott,false
186,"""Kyle Rittenhouse used his COVID-19 stimulus check to purchase the AR-15 he used in the fatal Kenosha shooting.""",https://www.politifact.com/factchecks/2020/nov/25/instagram-posts/kyle-rittenhouse-use-covid-19-stimulus-kenosha/,"mber 25, 2020",Instagram posts,half-true
187,"“We passed one of the first (COVID-19) bills in the entire country, empowering Gov. Evers to act.”",https://www.politifact.com/factchecks/2020/nov/25/robin-vos/wisconsin-assembly-speaker-says-state-passed-one-f/,"mber 25, 2020",Robin Vos,false
188,Video shows movers carrying boxes out of the White House as President Trump discusses 2020 election results.,https://www.politifact.com/factchecks/2020/nov/24/instagram-posts/video-movers-loading-truck-white-house-trump-speak/,"mber 24, 2020",Instagram posts,false
189,Dominion and Smartmatic “have closed up shop” and executives are “on the run.”,https://www.politifact.com/factchecks/2020/nov/24/facebook-posts/dominion-and-smartmatic-offices-havent-shuttered-a/,"mber 24, 2020",Facebook posts,false
190,“Pennsylvania just banned alcohol sales.”,https://www.politifact.com/factchecks/2020/nov/24/viral-image/pennsylvania-has-banned-some-alcohol-sales-thanksg/,"mber 24, 2020",Viral image,barely-true
191,Photo shows “Biden’s inaugural stage being built on the White House North Lawn.”,https://www.politifact.com/factchecks/2020/nov/24/viral-image/no-photo-doesnt-show-bidens-inaugural-stage-being-/,"mber 24, 2020",Viral image,false
192,"Says Donald Trump’s sister tweeted, “My brother Don won this election and will fight this to the very end.”",https://www.politifact.com/factchecks/2020/nov/24/viral-image/no-trumps-sister-didnt-tweet-her-support-president/,"mber 24, 2020",Viral image,false
193,Democrats “spent 4 years refusing to acknowledge Trump’s 2016 victory.”,https://www.politifact.com/factchecks/2020/nov/24/jody-hice/did-democrats-refuse-acknowledge-trumps-2016-victo/,"mber 24, 2020",Jody Hice,false
194,North Carolina Gov. Roy Cooper’s “daughter is having a big wedding today. 500 people. Then going to lock you down on Monday.”,https://www.politifact.com/factchecks/2020/nov/23/facebook-posts/no-daughter-north-carolina-gov-roy-cooper-didnt-ju/,"mber 23, 2020",Facebook posts,false
195,"“In certain swing states, there were more votes than people who voted, and in big numbers.”",https://www.politifact.com/factchecks/2020/nov/23/donald-trump/no-there-have-not-been-more-votes-people-who-voted/,"mber 23, 2020",Donald Trump,pants-fire
196,Says Jon Ossoff is “a socialist.”,https://www.politifact.com/factchecks/2020/nov/23/david-perdue/ga-sen-david-perdues-claim-jon-ossoff-socialist-pa/,"mber 23, 2020",David Perdue,pants-fire
197,Says George Soros was arrested in Philadelphia for election interference.,https://www.politifact.com/factchecks/2020/nov/23/blog-posting/no-george-soros-wasnt-arrested-philadelphia-electi/,"mber 23, 2020",Bloggers,pants-fire
198,Photo shows Time magazine cover with Barack Obama that says “Treason.”,https://www.politifact.com/factchecks/2020/nov/23/facebook-posts/viral-video-features-array-doctored-photos-and-con/,"mber 23, 2020",Facebook posts,false
199,"“Clerks in Milwaukee and Dane Counties colluded to (add) nearly 250,000 individuals to the ‘Indefinitely Confined’ voter list.”",https://www.politifact.com/factchecks/2020/nov/21/joe-sanfelippo/voters-not-clerks-decided-who-was-indefinitely-con/,"mber 20, 2020",Joe Sanfelippo,false
200,"“At least 450,000 ballots in the key states ... miraculously only have a mark for Joe Biden on them, and no other candidate.""",https://www.politifact.com/factchecks/2020/nov/20/sidney-powell/sidney-powell-claim-450000-votes-were-only-biden-k/,"mber 20, 2020",Sidney Powell,false
201,"In Michigan “we have over-votes in numerous precincts of 150%, 200%, and 300%.”",https://www.politifact.com/factchecks/2020/nov/20/rudy-giuliani/giuliani-cites-affidavit-crucial-errors-press-conf/,"mber 20, 2020",Rudy Giuliani,pants-fire
202,"“666,000 teachers have been laid off already since March.""",https://www.politifact.com/factchecks/2020/nov/20/joe-biden/biden-mischaracterizes-teacher-layoffs-pandemic/,"mber 20, 2020",Joe Biden,barely-true
203,"When Donald Trump lost the Iowa caucus to Ted Cruz in 2016, ""he immediately cried that Cruz cheated.”",https://www.politifact.com/factchecks/2020/nov/20/tweets/yes-donald-trump-claimed-fraud-after-2016-iowa-cau/,"mber 20, 2020",Tweets,true
204,"Says Donald Trump’s book “The Art of the Deal” advises: “Never admit defeat. You win. If you don’t win, claim they cheated.”",https://www.politifact.com/factchecks/2020/nov/20/viral-image/no-passage-about-defeat-isnt-donald-trumps-art-dea/,"mber 20, 2020",Viral image,pants-fire
205,Says “Biden wants a nationwide lockdown to combat a virus that has a 99%+ survival rate.”,https://www.politifact.com/factchecks/2020/nov/20/ron-paul/biden-not-advocating-nationwide-lockdown/,"mber 20, 2020",Ron Paul,false
206,"""A day AFTER the election, Biden receives a dump of 143,379 votes at 3:42AM (in Wisconsin), when they learned he was losing badly. This is unbelievable!""",https://www.politifact.com/factchecks/2020/nov/20/donald-trump/trump-again-flat-wrong-claims-about-wisconsin-vote/,"mber 20, 2020",Donald Trump,pants-fire
207,Says there’s “up to 75% reduction in opioid dosage for medical cannabis users.”,https://www.politifact.com/factchecks/2020/nov/20/lyle-larson/studies-show-cannabis-can-lower-opioid-dosage-stud/,"mber 20, 2020",Lyle Larson,mostly-true
208,On the need for a smooth transition for the president-elect,https://www.politifact.com/factchecks/2020/nov/20/ron-johnson/ron-johnson-silent-presidential-transition-reversa/,"mber 20, 2020",Ron Johnson,full-flop
209,"Says Kelly Loeffler is ""for getting rid of health care in the middle of a pandemic.""",https://www.politifact.com/factchecks/2020/nov/20/raphael-warnock/claim-ga-sen-kelly-loeffler-backs-getting-rid-heal/,"mber 20, 2020",Raphael Warnock,half-true
210,“David Perdue says he'll do everything in his power to make sure Joe Biden fails.”,https://www.politifact.com/factchecks/2020/nov/20/jon-ossoff/david-perdue-opposes-biden-didnt-say-hed-do-everyt/,"mber 20, 2020",Jon Ossoff,barely-true
211,“AARP endorsed Biden” and “says if you are past 75 you should just die and go away.”,https://www.politifact.com/factchecks/2020/nov/19/facebook-posts/no-aarp-didnt-endorse-biden-or-say-anyone-older-75/,"mber 19, 2020",Facebook posts,pants-fire
212,"“Smartmatic and Dominion systems ... were built to do this very thing, for changing the results of elections.”",https://www.politifact.com/factchecks/2020/nov/19/sidney-powell/trump-lawyer-falsely-claims-voting-technology-comp/,"mber 19, 2020",Sidney Powell,pants-fire
213,The law governing the transition of presidential power “doesn’t require there to be an absolute winner. It says the ‘apparent' winner.”,https://www.politifact.com/factchecks/2020/nov/19/joe-biden/joe-biden-right-transition-starts-apparent-winner/,"mber 19, 2020",Joe Biden,mostly-true
214,A 1993 example of voter fraud in Philadelphia is “exactly what happened to us” in the 2020 election.,https://www.politifact.com/factchecks/2020/nov/19/donald-trump/trump-says-philly-democrats-stole-election-90s-tru/,"mber 19, 2020",Donald Trump,pants-fire
215,"""Big victory moments ago in the State of Nevada. The all Democrat County Commissioner race, on same ballot as President, just thrown out because of large scale voter discrepancy.""",https://www.politifact.com/factchecks/2020/nov/18/donald-trump/trump-wrongly-claims-big-victory-after-close-down-/,"mber 18, 2020",Donald Trump,false
216,"“The recent statement by Chris Krebs on the security of the 2020 Election was highly inaccurate, in that there were massive improprieties and fraud.""",https://www.politifact.com/factchecks/2020/nov/18/donald-trump/fact-checking-donald-trumps-tweet-firing-christoph/,"mber 18, 2020",Donald Trump,pants-fire
217,"""If you can’t get a test through Test Iowa, there are multiple other sites: your doctor, your clinics, your pharmacies, the stroke detection clinic centers.""",https://www.politifact.com/factchecks/2020/nov/18/kim-reynolds/fact-checking-how-accessible-covid-19-tests-are-io/,"mber 18, 2020",Kim Reynolds,mostly-true
218,Vaccines “will remove parts of your DNA and replace it with GENETIC CODING (TECHNOLOGY)” that will “cause people to HAVE to cooperate with the New World Order.”,https://www.politifact.com/factchecks/2020/nov/18/instagram-posts/no-covid-19-vaccines-wont-alter-your-dna-and-contr/,"mber 18, 2020",Instagram posts,pants-fire
219,The 2020 election is in “recount territory” and “I’ve seen elections change as a result of” recounts.,https://www.politifact.com/factchecks/2020/nov/18/scott-fitzgerald/recounts-have-swung-elections-wisconsin-nowhere-ne/,"mber 18, 2020",Scott Fitzgerald,half-true
220,“The MOB in PA was HIRED by the Biden team to create fake ballots by the thousands!!”,https://www.politifact.com/factchecks/2020/nov/18/facebook-posts/joe-biden-did-not-hire-mob-fabricate-ballots-phila/,"mber 18, 2020",Facebook posts,pants-fire
221,“Michigan just refused to certify the election results!”,https://www.politifact.com/factchecks/2020/nov/18/donald-trump/no-michigan-has-not-refused-certify-election-resul/,"mber 18, 2020",Donald Trump,false
222,There is “aborted male fetus” in the Oxford-AstraZeneca “Covid 19 vaccine.”,https://www.politifact.com/factchecks/2020/nov/18/facebook-posts/oxford-astrazeneca-vaccine-does-not-contain-aborte/,"mber 18, 2020",Facebook posts,false
223,Says Georgia’s secretary of state won’t let the people recounting ballots check the signatures for fraud.,https://www.politifact.com/factchecks/2020/nov/18/donald-trump/donald-trumps-jab-georgia-recount-ignores-key-voti/,"mber 18, 2020",Donald Trump,pants-fire
224,"Says “47 additional counties used the same software that caused a ‘glitch’ in Antrim County (that switched 6,000 votes from Trump to Biden in that county)” and votes in the state are “potentially fraudulent.”",https://www.politifact.com/factchecks/2020/nov/18/ted-nugent/inaccurate-early-vote-count-onmichigan-county-was-/,"mber 18, 2020",Ted Nugent,barely-true
225,"""Voter FRAUD exposed in Georgia. Over 2600 votes 'FOUND.'""",https://www.politifact.com/factchecks/2020/nov/18/facebook-posts/georgia-election-officials-found-more-2600-uncount/,"mber 18, 2020",Facebook posts,barely-true
226,Unemployment report shows “America is bouncing back.”,https://www.politifact.com/factchecks/2020/nov/18/vicky-hartzler/hartzlers-right-theres-some-bounce-labor-report/,"mber 18, 2020",Vicky Hartzler,mostly-true
227,“Biden campaign director arrested for electoral fraud.”,https://www.politifact.com/factchecks/2020/nov/17/blog-posting/no-biden-campaign-official-wasnt-arrested-election/,"mber 17, 2020",Bloggers,false
228,“Every single swing-seat House Democrat who endorsed #MedicareForAll won re-election or is on track to win re-election. Every. Single. One.”,https://www.politifact.com/factchecks/2020/nov/17/alexandria-ocasio-cortez/medicare-all-supporters-win-swing-districts/,"mber 17, 2020",Alexandria Ocasio-Cortez,mostly-true
229,The U.S. military seized servers in Germany tied to Dominion Election Systems.,https://www.politifact.com/factchecks/2020/nov/17/youtube-videos/no-us-military-did-not-raid-election-software-comp/,"mber 17, 2020",YouTube videos,pants-fire
230,"""We heard from the Department of Homeland Security ... that this was probably the most secure election that’s ever been run in the United States.”",https://www.politifact.com/factchecks/2020/nov/17/tammy-baldwin/yes-department-homeland-security-declared-nov-3-el/,"mber 17, 2020",Tammy Baldwin,true
231,“These are real to date pictures taken during the Million (MAGA) March 2020.”,https://www.politifact.com/factchecks/2020/nov/17/facebook-posts/photos-show-cleveland-cavaliers-parade-and-womens-/,"mber 17, 2020",Facebook posts,false
232,"“Milwaukee Elections Chief Lost Elections Flash Drive in Morning Hours of November 4th When Democrats Miraculously Found 120,000 Votes for Joe Biden.”",https://www.politifact.com/factchecks/2020/nov/17/facebook-posts/no-there-was-nothing-shady-about-lost-milwaukee-el/,"mber 17, 2020",Facebook posts,pants-fire
233,A member of Joe Biden’s COVID-19 task force recommends “withholding food stamps and rent assistance from those who refuse coronavirus vaccines.”,https://www.politifact.com/factchecks/2020/nov/16/instagram-posts/no-bidens-covid-19-task-force-appointee-didnt-prop/,"mber 16, 2020",Instagram posts,pants-fire
234,A screenshot shows Tucker Carlson announcing he’ll “be starting at NewsMax next month.”,https://www.politifact.com/factchecks/2020/nov/16/facebook-posts/parler-post-about-tucker-carlson-leaving-fox-news-/,"mber 16, 2020",Facebook posts,pants-fire
235,"“More than one MILLION marchers for President @realDonaldTrump descend on” Washington, D.C., on Nov. 14.",https://www.politifact.com/factchecks/2020/nov/16/kayleigh-mcenany/million-maga-march-did-not-have-more-1-million-att/,"mber 16, 2020",Kayleigh McEnany,false
236,Says Sen. Kelly Loeffler said on Parler that “Black people shouldn’t be allowed to vote.”,https://www.politifact.com/factchecks/2020/nov/16/facebook-posts/parler-post-attributed-loeffler-about-black-georgi/,"mber 16, 2020",Facebook posts,pants-fire
237,"Says Raphael Warnock ""ran over his wife"" and was ""arrested for obstructing an investigation into child abuse.""",https://www.politifact.com/factchecks/2020/nov/16/erick-erickson/no-proof-warnock-ran-over-wife-obstruction-case-dr/,"mber 16, 2020",Erick Erickson,barely-true
238,“Facebook removed the title of ‘President’ from Donald Trump and designated him as ‘Political Candidate.’”,https://www.politifact.com/factchecks/2020/nov/13/facebook-posts/no-facebook-didnt-remove-president-trumps-facebook/,"mber 13, 2020",Facebook posts,false
239,“Ticketmaster is planning mandatory COVID vaccine identification for concert attendance.”,https://www.politifact.com/factchecks/2020/nov/13/instagram-posts/ticketmaster-isnt-forcing-you-get-covid-19-vaccine/,"mber 13, 2020",Instagram posts,false
